uid,month,runtime_hours,water_yield_liters,power_consumed_KVA
865357060804984,2025-08,5.366666666666666,56350.0,15.03591381549645
865357060804984,2025-09,2.15,22575.0,14.751491827884667
865357060804984,2025-10,0.43333333333333335,4550.0,7.464869550496239
865357060804992,2025-07,0.0,0.0,0.0
865357060804992,2025-08,58.483333333333334,614075.0,310.4512086579098
865357060804992,2025-09,57.63333333333333,605150.0,335.8257144987759
865357060805007,2025-08,223.65,2348325.0,272.4279399145566
865357060805007,2025-09,346.1,3634050.0,332.6622776588231
865357060805007,2025-10,92.68333333333334,973175.0,69.2409826986157
865357060805015,2025-08,83.0,871500.0,194.161567622852
865357060805015,2025-09,226.3,2376150.0,352.7452143224945
865357060805015,2025-10,108.06666666666666,1134700.0,148.6351510061553
865357060805023,2025-07,24.566666666666666,257950.0,69.13740606032309
865357060805023,2025-08,313.0,3286500.0,366.94778075944265
865357060805023,2025-09,285.3833333333333,2996525.0,328.951224088544
865357060805023,2025-10,57.71666666666667,606025.0,77.88630260949706
865357060805031,2025-07,1.3666666666666667,14350.0,84.30432065189866
865357060805031,2025-08,9.266666666666667,97300.0,101.66918847327017
865357060805031,2025-09,16.683333333333334,175175.0,112.4726052003644
865357060805031,2025-10,3.95,41475.0,26.92959879092836
865357060805049,2025-08,23.8,249900.0,43.077604694937875
865357060805049,2025-09,103.95,1091475.0,237.41181929328653
865357060805049,2025-10,39.2,411600.0,68.85991227594158
865357060805072,2025-07,0.0,0.0,0.0
865357060805072,2025-08,0.18333333333333332,1925.0,14.668199429049578
865357060805072,2025-09,0.0,0.0,9.435019609078918
865357060805072,2025-10,0.0,0.0,4.442248441198818
865357060805080,2025-07,16.216666666666665,170275.0,71.88986573365771
865357060805080,2025-08,17.166666666666668,180250.0,80.24599089470196
865357060805080,2025-09,0.0,0.0,0.0
865357060805106,2025-08,0.0,0.0,3.1097625099271085
865357060805114,2025-08,185.51666666666668,1947925.0,366.39415958631673
865357060805114,2025-09,157.7,1655850.0,312.8821804563506
865357060805114,2025-10,40.81666666666667,428575.0,68.7592993690308
865357060805122,2025-08,74.76666666666667,785050.0,106.05885954995479
865357060805122,2025-09,300.51666666666665,3155425.0,244.04507351604204
865357060805122,2025-10,89.7,941850.0,68.53499878945063
865357060805130,2025-08,0.0,0.0,0.0
865357060805155,2025-07,0.0,0.0,0.0
865357060805163,2025-07,0.0,0.0,0.0
865357060805163,2025-08,363.73333333333335,3819200.0,649.9280670140319
865357060805163,2025-09,567.8,5961900.0,728.3145089167189
865357060805163,2025-10,105.46666666666667,1107400.0,141.43944215115528
865357060805171,2025-07,0.0,0.0,0.0
865357060805171,2025-08,31.733333333333334,333200.0,98.59195002850741
865357060805171,2025-09,32.483333333333334,341075.0,100.77876039810799
865357060805171,2025-10,9.566666666666666,100450.0,24.821115607847847
865357060805189,2025-09,0.0,0.0,2.899029661672895
865357060805197,2025-07,242.56666666666666,2546950.0,173.72858349097092
865357060805197,2025-08,785.05,8243025.0,576.5844910375816
865357060805197,2025-09,665.5833333333334,6988625.0,484.68403062898193
865357060805197,2025-10,143.75,1509375.0,101.46800114946656
865357060805205,2025-07,0.0,0.0,0.0
865357060805205,2025-08,33.46666666666667,351400.0,90.38356880134877
865357060805205,2025-09,101.9,1069950.0,110.60928418659077
865357060805205,2025-10,55.6,583800.0,29.829725418112716
865357060805213,2025-08,308.01666666666665,3234175.0,191.25276149662082
865357060805213,2025-09,467.4166666666667,4907875.0,236.76407078127372
865357060805213,2025-10,94.33333333333333,990500.0,50.513529751938734
865357060805239,2025-08,0.0,0.0,0.0
865357060805239,2025-09,0.06666666666666667,700.0,18.81059138544028
865357060805239,2025-10,0.0,0.0,0.0
865357060805247,2025-08,21.266666666666666,223300.0,134.24663929251014
865357060805247,2025-09,9.95,104475.0,79.17098393847986
865357060805254,2025-07,43.266666666666666,454300.0,145.86987415684467
865357060805254,2025-08,292.3,3069150.0,514.3415324617954
865357060805254,2025-09,257.85,2707425.0,394.4456269303164
865357060805262,2025-08,27.766666666666666,291550.0,289.64042575487997
865357060805262,2025-09,78.31666666666666,822325.0,373.6571489926863
865357060805262,2025-10,8.233333333333333,86450.0,74.59704190087889
865357060805270,2025-08,193.48333333333332,2031575.0,263.2647560572211
865357060805270,2025-09,372.1666666666667,3907750.0,570.2447424466732
865357060805270,2025-10,45.28333333333333,475475.0,74.60606781008723
865357060805288,2025-07,183.73333333333332,1929200.0,217.0997130627648
865357060805288,2025-08,228.55,2399775.0,229.19593251262845
865357060805288,2025-09,0.0,0.0,0.0
865357060805288,2025-10,0.0,0.0,0.0
865357060805304,2025-08,0.2,2100.0,5.786974198177349
865357060805338,2025-08,203.0,2131500.0,168.39596470963684
865357060805338,2025-09,165.73333333333332,1740200.0,100.163189541098
865357060805338,2025-10,10.75,112875.0,0.0
865357060805346,2025-08,294.1333333333333,3088400.0,548.1282049298351
865357060805346,2025-09,595.5333333333333,6253100.0,750.4492907020633
865357060805346,2025-10,138.75,1456875.0,140.08684518550677
865357060805379,2025-07,0.0,0.0,0.0
865357060805379,2025-08,0.016666666666666666,175.0,5.792401290707731
865357060805379,2025-09,9.633333333333333,101150.0,7.933754949114107
865357060805379,2025-10,0.0,0.0,0.0
865357060805395,2025-07,0.016666666666666666,175.0,0.0
865357060805411,2025-08,423.6166666666667,4447975.0,513.3817838643125
865357060805411,2025-09,216.56666666666666,2273950.0,138.2883990969811
865357060805411,2025-10,66.31666666666666,696325.0,33.5261335365634
865357060805429,2025-07,89.08333333333333,935375.0,123.94678747020312
865357060805429,2025-08,353.76666666666665,3714550.0,275.44147737961873
865357060805429,2025-09,171.81666666666666,1804075.0,402.4674277954819
865357060805429,2025-10,0.016666666666666666,175.0,6.69887970335339
865357060805437,2025-07,0.08333333333333333,875.0,3.0271244413971
865357060805437,2025-08,0.0,0.0,0.0
865357060805437,2025-09,0.0,0.0,0.0
865357060805437,2025-10,0.0,0.0,0.0
865357060805452,2025-09,0.0,0.0,0.6908188420943601
865357060805460,2025-07,0.03333333333333333,350.0,0.0
865357060805460,2025-08,291.85,3064425.0,332.89839467391266
865357060805460,2025-09,332.1,3487050.0,317.7218383328416
865357060805460,2025-10,50.35,528675.0,52.06810308675872
865357060805486,2025-08,233.63333333333333,2453150.0,347.24706921898377
865357060805486,2025-09,324.48333333333335,3407075.0,377.974073935453
865357060805486,2025-10,49.43333333333333,519050.0,66.67421811686144
865357060805536,2025-08,276.15,2899575.0,422.21673298359764
865357060805536,2025-09,389.75,4092375.0,463.91337356966085
865357060805536,2025-10,58.78333333333333,617225.0,88.41794131987474
865357060805544,2025-07,254.15,2668575.0,239.19640897535166
865357060805544,2025-08,246.05,2583525.0,258.2425977606393
865357060805544,2025-09,0.0,0.0,0.0
865357060805551,2025-08,172.51666666666668,1811425.0,268.51770050140703
865357060805551,2025-09,294.5,3092250.0,346.8692319578171
865357060805551,2025-10,42.8,449400.0,31.789002046625654
865357060805569,2025-08,0.25,2625.0,19.368504195567187
865357060805569,2025-09,38.96666666666667,409150.0,143.66863003051435
865357060805569,2025-10,5.75,60375.0,31.00290116510604
865357060805585,2025-08,14.483333333333333,152075.0,30.437059411282256
865357060805585,2025-09,22.5,236250.0,40.866641839076195
865357060805585,2025-10,4.133333333333334,43400.0,16.758919468848024
865357060805593,2025-08,113.98333333333333,1196825.0,233.921198055784
865357060805593,2025-09,231.78333333333333,2433725.0,580.2580168403633
865357060805593,2025-10,36.45,382725.0,75.01423520539531
865357060805619,2025-07,36.71666666666667,385525.0,79.34674860543016
865357060805619,2025-08,74.78333333333333,785225.0,175.31604654612576
865357060805619,2025-09,0.0,0.0,0.0
865357060805619,2025-10,0.0,0.0,0.0
865357060805627,2025-08,15.95,167475.0,31.292615530185387
865357060805627,2025-09,254.11666666666667,2668225.0,153.79537299710938
865357060805627,2025-10,64.78333333333333,680225.0,74.64829135977396
865357060805635,2025-07,165.53333333333333,1738100.0,181.9335198615234
865357060805635,2025-08,193.8,2034900.0,290.8875023363296
865357060805635,2025-09,0.0,0.0,0.0
865357060805635,2025-10,0.0,0.0,0.0
865357060805650,2025-07,0.0,0.0,0.0
865357060805650,2025-08,401.35,4214175.0,288.9105010545525
865357060805650,2025-09,325.2,3414600.0,237.6591369035984
865357060805650,2025-10,74.7,784350.0,50.65234400166089
865357060805676,2025-08,0.0,0.0,2.592803078894717
865357060805684,2025-08,0.0,0.0,0.0
865357060805684,2025-09,23.95,251475.0,713.3127742371585
865357060805684,2025-10,3.7,38850.0,119.66765972505934
865357060805700,2025-08,3.15,33075.0,21.403644649451646
865357060805734,2025-08,254.36666666666667,2670850.0,207.58363347589165
865357060805734,2025-09,393.95,4136475.0,301.78720184331564
865357060805734,2025-10,92.7,973350.0,78.01984372676061
865357060805742,2025-08,26.933333333333334,282800.0,26.889569172264547
865357060805742,2025-09,270.6,2841300.0,104.5803040005781
865357060805742,2025-10,39.46666666666667,414400.0,23.83973562027932
865357060805759,2025-07,59.8,627900.0,405.5670866756982
865357060805759,2025-08,35.05,368025.0,955.0443667345397
865357060805759,2025-09,110.41666666666667,1159375.0,2318.4640710991252
865357060805759,2025-10,17.766666666666666,186550.0,467.7045441122945
865357060805767,2025-07,18.316666666666666,192325.0,43.85779735870278
865357060805767,2025-08,11.116666666666667,116725.0,70.87898314733359
865357060805767,2025-09,61.65,647325.0,322.8682424073531
865357060805767,2025-10,13.766666666666667,144550.0,84.0024241961394
865357060805775,2025-07,34.95,366975.0,117.20999509917296
865357060805775,2025-08,305.21666666666664,3204775.0,804.9428807597056
865357060805775,2025-09,279.06666666666666,2930200.0,620.1074059951454
865357060805775,2025-10,20.533333333333335,215600.0,90.04764716972528
865357060805809,2025-07,53.166666666666664,558250.0,176.93137637427344
865357060805809,2025-08,114.06666666666666,1197700.0,765.6164362337465
865357060805809,2025-09,192.58333333333334,2022125.0,860.7449389774213
865357060805809,2025-10,36.06666666666667,378700.0,149.0582140384085
865357060805817,2025-07,0.13333333333333333,1400.0,58.79321373734229
865357060805817,2025-08,0.08333333333333333,875.0,43.00712947207879
865357060805825,2025-07,19.716666666666665,207025.0,125.88710776487767
865357060805825,2025-08,24.333333333333332,255500.0,99.22944095073763
865357060805825,2025-09,29.9,313950.0,144.11107278680333
865357060805825,2025-10,11.983333333333333,125825.0,56.70616949425769
865357060805841,2025-07,11.683333333333334,122675.0,55.71451267189758
865357060805841,2025-09,0.0,0.0,0.0
865357060805841,2025-10,0.0,0.0,0.0
865357060805858,2025-08,284.6666666666667,2989000.0,527.4694960877099
865357060805858,2025-09,264.9,9561482.0,520.4275163643861
865357060805858,2025-10,22.4,1966272.0,87.538598369881
865357060805866,2025-08,0.0,0.0,0.0
865357060805874,2025-07,35.5,372750.0,49.27253459332461
865357060805874,2025-08,214.98333333333332,2257325.0,398.06278410181636
865357060805874,2025-09,156.43333333333334,1642550.0,547.0150736108375
865357060805874,2025-10,1.9666666666666666,20650.0,71.5279440949117
865357060805882,2025-08,162.16666666666666,1702750.0,602.0238333136776
865357060805882,2025-09,195.73333333333332,2055200.0,808.430037895593
865357060805882,2025-10,42.983333333333334,451325.0,169.65045061954103
865357060805890,2025-08,0.0,0.0,2.210327770565563
865357060805890,2025-09,29.633333333333333,311150.0,60.452710861083006
865357060805890,2025-10,22.183333333333334,232925.0,15.592633435067032
865357060805924,2025-07,0.0,0.0,2.766431549849011
865357060805932,2025-08,0.06666666666666667,700.0,23.53245056200763
865357060805932,2025-09,0.0,0.0,0.0
865357060805932,2025-10,0.0,0.0,0.0
865357060805940,2025-07,0.6166666666666667,6475.0,7.5957741015305
865357060805973,2025-08,160.13333333333333,1681400.0,583.8289859903281
865357060805973,2025-09,391.51666666666665,4110925.0,663.0059166365807
865357060805973,2025-10,93.61666666666666,982975.0,144.82958519680983
865357060805981,2025-08,53.06666666666667,557200.0,166.33280352268773
865357060805981,2025-09,46.55,488775.0,191.72801699320877
865357060805981,2025-10,12.183333333333334,127925.0,34.83204211044342
865357060805999,2025-07,0.13333333333333333,1400.0,36.65169619885733
865357060805999,2025-08,101.66666666666667,1067500.0,112.24843933584704
865357060806005,2025-08,79.8,837900.0,44.086812965481336
865357060806005,2025-09,100.3,1053150.0,44.91717736763883
865357060806005,2025-10,0.0,0.0,0.0
865357060806013,2025-08,0.0,0.0,0.0
865357060806021,2025-08,4.483333333333333,47075.0,154.44044645287494
865357060806021,2025-09,3.533333333333333,37100.0,45.24586287588848
865357060806039,2025-07,0.03333333333333333,350.0,0.0
865357060806039,2025-08,16.016666666666666,168175.0,99.11458673718683
865357060806039,2025-09,77.05,809025.0,180.95063876325497
865357060806039,2025-10,15.15,159075.0,25.348544323761544
