uid,total_resting_minutes
865357062661283,38149.86666666667
865357062661697,10330.300000000001
865357062661739,763.9166666666666
865357062661754,9.883333333333333
865357062661762,32469.083333333332
865357062661879,76654.61666666667
865357062661937,1800.05
865357062662000,0.0
865357062662349,33086.98333333333
865357062662380,0.0
865357062662398,80698.88333333333
865357062662547,1424.6333333333332
865357062662588,20302.283333333333
865357062662810,35358.76666666667
865357062662844,0.6166666666666667
865357062662869,26452.516666666666
865357062662885,40961.36666666667
865357062662919,38152.78333333333
865357062662968,24405.63333333333
865357062662984,22217.033333333333
865357062663008,0.0
865357062788623,0.0
865357062788631,0.0
865357062788649,0.0
865357062788656,0.0
865357062788664,0.0
865357062788672,0.0
865357062788680,0.0
865357062788698,0.0
865357062788706,0.0
865357062788714,0.0
865357062788722,0.0
865357062788730,0.0
865357062788748,0.0
865357062788763,0.0
865357062788771,0.0
865357062788789,0.0
865357062788797,0.0
865357062788805,0.0
865357062788813,0.0
865357062788839,0.0
865357062788847,0.0
865357062788854,0.0
865357062788862,0.3333333333333333
865357062788870,0.0
865357062788888,21065.533333333333
865357062788896,0.0
865357062788904,0.0
865357062788912,0.0
865357062788920,0.0
865357062788938,0.0
865357062788946,0.0
865357062788953,0.0
865357062788961,0.0
865357062788979,0.0
865357062788987,0.0
865357062788995,20450.85
865357062789001,0.0
865357062789019,4934.466666666666
865357062789027,0.0
865357062789043,0.0
865357062789050,0.0
865357062789068,0.0
865357062789076,0.0
865357062789084,0.0
865357062789092,0.0
865357062789100,0.0
865357062789118,0.0
865357062789126,0.0
865357062789134,0.0
865357062789142,0.0
865357062789159,28697.5
865357062789167,0.0
865357062789175,0.0
865357062789183,0.0
865357062789191,0.0
865357062789209,0.0
865357062789217,0.0
865357062789225,0.0
865357062789233,0.0
865357062789241,0.0
865357062789258,1.9666666666666666
865357062789266,0.0
865357062789274,616.0833333333334
865357062789282,0.0
865357062789290,0.0
865357062789308,967.0666666666667
865357062789316,0.0
865357062789324,0.0
865357062789332,17315.733333333334
865357062789340,1285.9833333333333
865357062789357,0.0
865357062789365,0.0
865357062789373,0.0
865357062789381,0.0
865357062789415,0.0
865357062789423,0.0
865357062789449,0.0
865357062789456,0.0
865357062789472,59203.11666666667
865357062789498,0.0
865357062789506,0.0
865357062789514,0.0
865357062789530,0.0
865357062789555,0.0
865357062789563,0.0
865357062789571,0.0
865357062789589,0.0
865357062789597,0.0
865357062789605,0.0
865357062789613,0.65
865357062789621,9504.466666666667
865357062789639,0.0
865357062789647,0.0
865357062789654,0.0
865357062789662,31599.866666666665
865357062789670,10004.4
865357062789696,0.0
865357062789704,0.0
865357062789712,0.0
865357062789720,0.0
865357062789738,0.0
865357062789746,14450.083333333334
865357062789753,0.0
865357062789761,0.0
865357062789779,0.0
865357062789795,0.0
865357062789803,0.0
865357062789837,0.0
865357062789845,2969.3166666666666
865357062789852,0.0
865357062789886,0.0
865357062789894,0.0
865357062789910,0.0
865357062789936,0.0
865357062789944,0.0
865357062789951,0.0
865357062789969,0.0
865357062789977,39614.83333333333
865357062789985,5808.7
865357062789993,0.0
865357062790009,0.0
865357062790017,1879.3333333333333
865357062790025,0.0
865357062790033,0.0
865357062790041,0.0
865357062790058,37379.76666666666
865357062790066,0.0
865357062790074,0.0
865357062790082,2478.0666666666666
865357062790090,0.0
865357062790108,0.0
865357062790116,0.0
865357062790132,0.0
865357062790140,0.0
865357062790165,0.0
865357062790173,0.0
865357062790181,0.0
865357062790199,20478.916666666668
865357062790207,0.0
865357062790215,0.0
865357062790223,0.0
865357062790231,0.0
865357062790249,0.0
865357062790256,4.683333333333334
865357062790272,0.0
865357062790280,25675.533333333333
865357062790298,0.0
865357062790306,0.0
865357062790314,0.0
865357062790322,0.0
865357062790348,0.0
865357062790355,0.0
865357062790363,0.0
865357062790371,0.0
865357062790389,0.0
865357062790405,8982.2
865357062790413,0.0
865357062790421,0.0
865357062790439,0.0
865357062790447,0.0
865357062790454,0.0
865357062790470,0.0
865357062790488,0.0
865357062790496,0.0
865357062790504,0.0
865357062790512,8285.033333333333
865357062790520,0.0
865357062790538,0.0
865357062790546,2275.383333333333
865357062790553,0.0
865357062790561,0.0
865357062790579,0.0
865357062790587,0.0
865357062790595,0.0
865357062790603,0.0
865357062790611,0.0
865357062790629,3.0
865357062790637,0.0
865357062790645,0.0
865357062790652,5510.45
865357062790660,0.0
865357062790678,0.0
865357062790686,0.0
865357062790694,0.0
865357062790710,0.0
865357062790728,0.0
865357062790736,0.0
865357062790744,0.0
865357062790751,0.0
865357062790769,0.0
865357062790777,1247.1166666666666
865357062790785,34390.066666666666
865357062790793,485.5
865357062790801,0.0
865357062790819,0.0
865357062790827,0.0
865357062790835,0.0
865357062790843,0.0
865357062790868,0.0
865357062790876,0.0
865357062790884,22705.683333333334
865357062790900,0.0
865357062790918,0.0
865357062790934,0.0
865357062790942,0.0
865357062790959,0.0
865357062790967,0.0
865357062790975,0.0
865357062790983,0.0
865357062790991,0.0
865357062791007,0.0
865357062791015,0.0
865357062791023,0.0
865357062791031,0.0
865357062791049,0.0
865357062791056,0.0
865357062791064,0.0
865357062791072,0.0
865357062791080,0.3333333333333333
865357062791098,0.0
865357062791106,0.0
865357062791114,0.0
865357062791122,0.0
865357062791130,1915.2
865357062791148,0.0
865357062791155,0.0
865357062791163,0.0
865357062791171,0.3333333333333333
865357062791189,18.35
865357062791205,0.0
865357062791213,0.0
865357062791221,0.0
865357062791239,0.0
865357062791247,0.0
865357062791254,0.0
865357062791262,0.0
865357062791270,26856.583333333332
865357062791288,0.0
865357062791296,0.0
865357062791304,0.0
865357062791312,0.0
865357062791320,0.0
865357062791338,36307.03333333333
865357062791346,0.9833333333333333
865357062791353,0.0
865357062791361,3242.85
865357062791379,16532.35
865357062791387,0.0
865357062791395,29492.833333333332
865357062791403,0.0
865357062791411,0.0
865357062791429,0.0
865357062791437,0.0
865357062791445,12103.033333333333
865357062791452,0.0
865357062791460,0.0
865357062791478,0.0
865357062791486,0.0
865357062791494,1.1833333333333333
865357062791502,0.65
865357062791510,0.0
865357062791528,0.0
865357062791536,0.0
865357062791544,0.0
865357062791551,0.0
865357062791569,0.0
865357062791585,0.0
865357062791593,2304.3166666666666
865357062791601,0.0
865357062791627,0.0
865357062791635,0.0
865357062791643,0.0
865357062791650,0.0
865357062791668,18351.083333333332
865357062791676,0.0
865357062791684,2.433333333333333
865357062791692,761.3
865357062791700,0.0
865357062791718,0.0
865357062791726,0.0
865357062791734,0.0
865357062791759,0.0
865357062791767,18172.333333333332
865357062791775,0.0
865357062791783,0.0
865357062791791,0.0
865357062791809,0.0
865357062791817,0.0
865357062791825,0.0
865357062791833,0.0
865357062791841,0.0
865357062791858,0.0
865357062791866,0.0
865357062791874,0.0
865357062791882,0.0
865357062791890,0.0
865357062791908,0.0
865357062791916,8858.166666666666
865357062791924,0.0
865357062791932,0.0
865357062791940,0.0
865357062791957,5996.266666666666
865357062791965,0.0
865357062791973,0.0
865357062791981,0.0
865357062791999,0.3333333333333333
865357062792005,0.0
865357062792013,16621.6
865357062792021,0.0
865357062792039,0.0
865357062792047,0.0
865357062792062,0.0
865357062792070,0.0
865357062792088,0.0
865357062792096,0.0
865357062792104,0.0
865357062792112,0.0
865357062792120,0.0
865357062792138,0.0
865357062792153,0.0
865357062792161,0.0
865357062792179,0.0
865357062792187,2.1
865357062792195,5539.133333333333
865357062792203,0.0
865357062792211,0.0
865357062792229,0.0
865357062792237,0.0
865357062792245,0.0
865357062792252,1.3833333333333333
865357062792260,0.0
865357062792278,0.0
865357062792286,0.0
865357062792294,0.0
865357062792310,0.0
865357062792328,0.0
865357062792336,0.0
865357062792344,0.0
865357062792351,0.0
865357062792369,0.0
865357062792377,0.0
865357062792385,0.0
865357062792393,0.0
865357062792401,0.0
865357062792419,0.0
865357062792427,0.0
865357062792435,0.0
865357062792443,0.0
865357062792450,0.0
865357062792468,0.0
865357062792476,37020.48333333334
865357062792484,54427.53333333333
865357062792492,45930.183333333334
865357062792500,0.0
865357062792518,0.0
865357062792526,0.0
865357062792534,0.0
865357062792542,0.0
865357062792559,0.0
865357062792567,0.0
865357062792575,3442.883333333333
865357062792583,0.0
865357062792591,15801.166666666666
865357062792609,0.0
865357062792617,6337.733333333334
865357062792625,0.0
865357062792633,12135.833333333334
865357062792641,2164.4166666666665
865357062792658,0.0
865357062792666,0.0
865357062792674,0.0
865357062792708,0.0
865357062792716,0.0
865357062792724,0.0
865357062792757,0.0
865357062792773,0.0
865357062792781,0.0
865357062792799,0.0
865357062792807,0.0
865357062792815,0.0
865357062792849,17997.11666666667
865357062792856,0.0
865357062792864,0.0
865357062792872,1290.9333333333334
865357062792880,13933.85
865357062792898,0.0
865357062792906,0.0
865357062792914,7269.1
865357062792922,0.0
865357062792930,0.0
865357062792948,33951.36666666667
865357062792955,6514.183333333333
865357062792963,0.0
865357062792971,0.0
865357062792989,0.0
865357062793003,0.0
865357062793011,0.9833333333333333
865357062793029,9061.933333333334
865357062793037,0.0
865357062793045,0.0
865357062793052,6859.333333333334
865357062793060,0.0
865357062793078,0.0
865357062793094,0.0
865357062793102,0.0
865357062793110,0.0
865357062793128,11984.633333333333
865357062793136,0.0
865357062793144,7224.733333333334
865357062793151,0.0
865357062793169,0.0
865357062793177,0.0
865357062793185,0.0
865357062793193,0.0
865357062793201,0.0
865357062793219,0.0
865357062793227,11258.9
865357062793235,0.0
865357062793243,0.0
865357062793250,2415.116666666667
865357062793276,0.0
865357062793284,0.0
865357062793292,0.0
865357062793300,31040.3
865357062793318,0.0
865357062793326,0.0
865357062793334,45992.35
865357062793342,0.0
865357062793359,0.0
865357062793367,0.0
865357062793375,0.0
865357062793383,0.0
865357062793391,0.0
865357062793409,0.0
865357062793417,0.0
865357062793425,0.0
865357062793433,0.0
865357062793441,0.0
865357062793458,0.0
865357062793466,0.0
865357062793474,0.0
865357062793490,0.0
865357062793508,0.0
865357062793516,0.0
865357062793524,0.31666666666666665
865357062793532,0.0
865357062793540,0.0
865357062793557,0.0
865357062793565,0.0
865357062793573,0.0
865357062793581,0.0
865357062793599,2533.95
865357062793607,0.0
865357062793615,0.0
865357062793623,0.0
865357062793631,55798.26666666667
865357062793649,0.0
865357062793656,0.0
865357062793664,0.0
865357062793672,0.0
865357062793680,0.0
865357062793706,0.0
865357062793714,0.0
865357062793722,0.0
865357062793730,0.0
865357062793748,0.0
865357062793755,12454.3
865357062793771,0.0
865357062793789,0.0
865357062793797,0.0
865357062793805,0.0
865357062793813,0.0
865357062793821,0.3333333333333333
865357062793839,0.0
865357062793847,0.0
865357062793854,0.0
865357062793862,0.0
865357062793870,0.0
865357062793888,11804.316666666666
865357062793896,0.0
865357062793904,0.0
865357062793912,0.0
865357062793920,0.0
865357062793938,0.0
865357062793946,27261.816666666666
865357062793953,0.0
865357062793961,0.31666666666666665
865357062793979,4252.35
865357062793987,0.0
865357062793995,0.0
865357062794001,0.0
865357062794019,1.2833333333333334
865357062794027,16239.516666666666
865357062794035,0.0
865357062794043,9760.6
865357062794050,0.0
865357062794068,0.0
865357062794076,0.0
865357062794084,0.75
865357062794092,0.0
865357062794100,0.0
865357062794134,29801.05
865357062794142,0.0
865357062794159,0.0
865357062794167,0.0
865357062794175,0.0
865357062794183,0.0
865357062794191,11504.333333333334
865357062794209,0.0
865357062794217,0.0
865357062794225,0.0
865357062794233,0.0
865357062794241,42778.85
865357062794258,0.0
865357062794266,0.0
865357062794274,0.0
865357062794282,0.0
865357062794290,0.0
865357062794308,0.0
865357062794316,0.0
865357062794324,0.0
865357062794332,0.0
865357062794340,0.0
865357062794357,0.0
865357062794365,0.0
865357062794373,0.0
865357062794381,0.0
865357062794399,0.0
865357062794407,0.0
865357062794415,0.0
865357062794423,0.0
865357062794431,0.0
865357062794449,0.0
865357062794456,0.0
865357062794464,0.0
865357062794472,0.0
865357062794480,0.0
865357062794498,0.0
865357062794506,0.0
865357062794514,0.0
865357062794522,0.0
865357062794530,0.0
865357062794548,1117.0
865357062794555,0.0
865357062794563,7943.400000000001
865357062794571,0.0
865357062794589,0.0
865357062794597,0.0
865357062794605,0.0
865357062794613,0.0
865357062794621,0.0
865357062794639,0.0
865357062794654,0.0
865357062794670,0.0
865357062794688,10915.033333333333
865357062794696,0.0
865357062794704,6294.516666666667
865357062794712,0.0
865357062794738,0.0
865357062794746,0.0
865357062794761,0.0
865357062794779,0.0
865357062794787,0.0
865357062794803,0.0
865357062794811,0.0
865357062794829,0.0
865357062794837,0.0
865357062794852,0.0
865357062794860,0.0
865357062794878,0.0
865357062794886,0.0
865357062794894,0.0
865357062794902,0.0
865357062794910,0.0
865357062794928,0.0
865357062794936,0.0
865357062794944,0.0
865357062794951,0.0
865357062794969,0.35
865357062794977,0.0
865357062794985,0.0
865357062794993,0.0
865357062795008,22100.516666666666
865357062795016,0.0
865357062795024,0.0
865357062795032,14430.583333333334
865357062795040,0.0
865357062795057,0.0
865357062795065,0.0
865357062795073,0.0
865357062795081,0.0
865357062795099,0.0
865357062795107,0.0
865357062795115,0.0
865357062795123,0.0
865357062795131,0.0
865357062795149,662.4666666666667
865357062795156,0.0
865357062795164,0.0
865357062795172,0.0
865357062795180,0.0
865357062795198,0.0
865357062795206,0.0
865357062795214,0.0
865357062795222,0.0
865357062795230,0.0
865357062795248,0.0
865357062795255,3227.5166666666664
865357062795263,0.0
865357062795271,0.0
865357062795289,0.0
865357062795297,0.0
865357062795305,0.0
865357062795313,0.0
865357062795321,0.0
865357062795339,0.0
865357062795347,0.0
865357062795354,0.0
865357062795362,3816.2833333333333
865357062795370,645.6166666666667
865357062795388,13770.699999999999
865357062795396,0.0
865357062795404,0.0
865357062795412,0.0
865357062795420,6321.466666666667
865357062795438,0.0
865357062795446,0.0
865357062795461,1.25
865357062795479,9322.816666666668
865357062795487,0.0
865357062795495,0.0
865357062795503,0.0
865357062795511,0.0
865357062795529,0.0
865357062795537,0.0
865357062795552,0.31666666666666665
865357062795560,0.0
865357062795578,0.0
865357062795586,0.0
865357062795594,0.0
865357062795602,0.0
865357062795636,0.0
865357062795644,0.0
865357062795651,0.0
865357062795669,0.0
865357062795677,0.0
865357062795685,103.28333333333333
865357062795693,0.0
865357062795701,0.0
865357062795719,0.0
865357062795735,0.0
865357062795743,0.0
865357062795750,0.0
865357062795768,0.0
865357062795776,0.0
865357062795784,0.0
865357062795792,0.0
865357062795800,0.0
865357062795818,0.0
865357062795826,0.0
865357062795834,0.75
865357062795842,0.0
865357062795859,0.0
865357062795867,0.0
865357062795875,0.0
865357062795883,0.0
865357062795891,0.0
865357062795909,28690.483333333334
865357062795917,0.0
865357062795925,0.0
865357062795933,0.0
865357062795941,0.0
865357062795958,0.0
865357062795966,0.0
865357062795982,15978.45
865357062795990,13475.533333333333
865357062796006,0.0
865357062796014,0.0
865357062796022,0.6833333333333333
865357062796030,0.0
865357062796048,0.0
865357062796055,0.0
865357062796063,0.0
865357062796071,6641.433333333333
865357062796089,8876.316666666666
865357062796097,0.0
865357062796105,0.0
865357062796113,0.0
865357062796121,0.0
865357062796139,1204.8500000000001
865357062796147,0.0
865357062796154,0.0
865357062796162,0.0
865357062796170,0.0
865357062796188,0.0
865357062796196,0.0
865357062796204,0.0
865357062796212,0.0
865357062796220,0.0
865357062796238,3939.5333333333333
865357062796253,0.0
865357062796261,0.0
865357062796295,0.0
865357062796311,1.45
865357062796329,0.0
865357062796337,0.0
865357062796345,0.0
865357062796352,0.0
865357062796360,1.7666666666666666
865357062796378,3737.1
865357062796386,2.183333333333333
865357062796394,0.0
865357062796402,0.0
865357062796410,0.0
865357062796428,0.0
865357062796436,0.0
865357062796444,7206.65
865357062796451,0.0
865357062796469,0.0
865357062796477,0.0
865357062796485,0.0
865357062796493,1387.9
865357062796501,0.0
865357062796519,10561.55
865357062796527,0.0
865357062796535,0.0
865357062796543,1448.8333333333333
865357062796550,0.0
865357062796568,0.0
865357062796576,0.0
865357062796584,0.0
865357062796592,0.0
865357062796600,0.0
865357062796626,0.0
865357062796634,0.0
865357062796642,0.0
865357062796675,0.0
865357062796683,0.0
865357062796709,0.0
865357062796725,0.0
865357062796733,0.0
865357062796741,0.0
865357062796758,0.0
865357062796766,0.0
865357062796774,0.0
865357062796790,0.0
865357062796808,12602.9
865357062796816,17526.416666666668
865357062796824,0.0
865357062796832,2192.1666666666665
865357062796840,0.0
865357062796857,0.0
865357062796865,0.0
865357062796873,0.0
865357062796881,0.3333333333333333
865357062796899,0.0
865357062796907,9802.416666666666
865357062796915,25.716666666666665
865357062796923,0.0
865357062796931,0.0
865357062796949,0.0
865357062796956,30603.8
865357062796972,0.31666666666666665
865357062796998,0.0
865357062797004,0.0
865357062797012,0.0
865357062797020,0.0
865357062797038,0.0
865357062797046,0.0
865357062797053,46.016666666666666
865357062797061,0.0
865357062797079,0.0
865357062797087,0.0
865357062797103,0.0
865357062797111,0.0
865357062797129,0.0
865357062797137,0.0
865357062797145,0.0
865357062797160,0.0
865357062797178,0.0
865357062797186,0.0
865357062797194,0.0
865357062797202,0.0
865357062797210,0.0
865357062797228,0.0
865357062797236,0.0
865357062797244,0.0
865357062797251,0.0
865357062797277,0.0
865357062797285,0.0
865357062797293,14887.666666666666
865357062797301,12084.1
865357062797319,0.0
865357062797327,0.0
865357062797335,0.0
865357062797343,0.0
865357062797368,10426.616666666667
865357062797376,10581.733333333334
865357062797384,0.0
865357062797392,0.0
865357062797400,0.0
865357062797418,0.0
865357062797426,0.0
865357062797434,0.0
865357062797442,1203.8333333333333
865357062797459,0.0
865357062797467,0.0
865357062797475,0.0
865357062797483,16375.316666666668
865357062797491,0.0
865357062797509,0.0
865357062797517,0.0
865357062797525,0.0
865357062797533,0.0
865357062797541,6098.55
865357062797558,0.0
865357062797566,0.0
865357062797574,0.0
865357062797582,0.0
865357062797590,0.0
865357062797608,0.0
865357062797616,5790.05
865357062797624,0.0
865357062797632,0.0
865357062797640,0.0
865357062797657,0.0
865357062797665,0.0
865357062797673,0.0
865357062797681,15026.216666666667
865357062797699,0.0
865357062797707,7755.8
865357062797715,0.0
865357062797723,0.0
865357062797731,0.0
865357062797756,0.0
865357062797764,0.0
865357062797772,0.31666666666666665
865357062797780,373.0333333333333
865357062797798,0.0
865357062797806,0.0
865357062797814,15129.25
865357062797822,0.0
865357062797830,2342.633333333333
865357062797848,0.0
865357062797855,0.0
865357062797863,0.0
865357062797871,0.0
865357062797889,0.0
865357062797897,4.016666666666667
865357062797905,0.0
865357062797913,0.0
865357062797921,0.0
865357062797939,1256.8666666666666
865357062797947,0.0
865357062797954,0.0
865357062797962,0.0
865357062797970,7898.65
865357062797988,0.0
865357062797996,100.86666666666667
865357062798002,0.0
865357062798010,0.0
865357062798028,0.0
865357062798036,0.0
865357062798044,0.0
865357062798051,0.0
865357062798069,0.0
865357062798077,0.0
865357062798085,1011.0666666666667
865357062798093,0.0
865357062798101,0.0
865357062798119,0.0
865357062798127,0.0
865357062798135,0.0
865357062798143,0.0
865357062798150,0.0
865357062798176,0.0
865357062798184,0.0
865357062798192,15.983333333333333
865357062798200,0.0
865357062798218,0.0
865357062798226,54.53333333333333
865357062798234,0.0
865357062798242,0.0
865357062798259,13019.233333333334
865357062798275,0.0
865357062798283,0.0
865357062798291,0.0
865357062798309,0.0
865357062798317,0.0
865357062798325,46774.5
865357062798333,0.0
865357062798341,0.0
865357062798358,44862.06666666667
865357062798366,0.0
865357062798374,11.783333333333333
865357062798382,971.3333333333334
865357062798390,0.0
865357062798408,0.35
865357062798416,0.0
865357062798424,0.0
865357062798432,9646.55
865357062798440,18314.45
865357062798457,0.0
865357062798465,0.0
865357062798473,0.0
865357062798481,3522.75
865357062798499,7968.216666666666
865357062798507,0.0
865357062798515,0.0
865357062798523,0.0
865357062798531,0.0
865357062798549,0.0
865357062798556,0.0
865357062798564,0.0
865357062798572,14709.633333333333
865357062798580,0.0
865357062798598,0.0
865357062798606,7808.366666666667
865357062798614,0.0
865931087407730,97.46666666666667
865931087409090,0.0
865931087411252,0.0
865931087415212,0.0
865931087415675,0.0
865931087416913,0.0
865931087418018,0.0
