uid,total_runtime_minutes
865357060805767,4899.166666666667
865357060805775,20114.75
865357060805809,23347.1
865357060805817,16.05
865357060805825,3778.633333333333
865357060805841,784.7333333333333
865357060805858,24248.15
865357060805866,0.0
865357060805874,21301.933333333334
865357060805882,21232.15
865357060805890,5864.799999999999
865357060805924,0.5666666666666667
865357060805932,10454.75
865357060805940,19.349999999999998
865357060805973,35081.61666666667
865357060805981,6065.45
865357060805999,4028.2833333333333
865357060806005,21448.683333333334
865357060806013,0.0
865357060806021,293.56666666666666
865357060806039,4842.466666666667
865357060806047,28928.38333333333
865357060806054,13873.333333333334
865357060806070,23786.283333333333
865357060806088,63762.36666666667
865357060806096,39839.933333333334
865357060806104,31085.966666666667
865357060806112,34185.21666666667
865357060806120,25738.783333333333
865357060806138,0.0
865357060806146,19657.1
865357060806153,14870.216666666667
865357060806179,20387.166666666668
865357060806187,5163.166666666667
865357062660814,55047.28333333333
865357062660913,0.0
865357062661085,32799.98333333334
865357062661093,9252.266666666666
865357062661192,64699.11666666667
865357062661283,19356.433333333334
865357062661697,68895.48333333334
865357062661739,7004.916666666667
865357062661754,14680.9
865357062661762,29299.666666666668
865357062661879,5566.6
865357062661937,3935.883333333333
865357062662000,0.0
865357062662349,17765.316666666666
865357062662380,0.2833333333333333
865357062662398,12022.166666666666
865357062662547,11199.916666666666
865357062662588,19652.55
865357062662810,10684.716666666665
865357062662844,0.8666666666666667
865357062662869,9912.266666666666
865357062662885,24774.233333333334
865357062662919,17424.75
865357062662968,9994.233333333334
865357062662984,538.4666666666667
865357062663008,0.2833333333333333
865357062788623,0.0
865357062788631,0.35
865357062788649,0.31666666666666665
865357062788656,0.0
865357062788664,0.0
865357062788672,8.616666666666667
865357062788680,0.0
865357062788698,0.0
865357062788706,0.3333333333333333
865357062788714,0.3333333333333333
865357062788722,0.0
865357062788730,0.3333333333333333
865357062788748,0.3333333333333333
865357062788763,0.0
865357062788771,0.31666666666666665
865357062788789,0.0
865357062788797,0.3333333333333333
865357062788805,0.3333333333333333
865357062788813,0.0
865357062788839,0.31666666666666665
865357062788847,0.3333333333333333
865357062788854,0.0
865357062788862,4.15
865357062788870,0.0
865357062788888,1077.9666666666667
865357062788896,0.0
865357062788904,0.0
865357062788912,0.9833333333333334
865357062788920,0.31666666666666665
865357062788938,0.3333333333333333
865357062788946,0.0
865357062788953,0.3333333333333333
865357062788961,0.31666666666666665
865357062788979,0.0
865357062788987,0.0
865357062788995,21048.0
865357062789001,0.3333333333333333
865357062789019,34387.88333333333
865357062789027,3.216666666666667
865357062789043,0.0
865357062789050,0.31666666666666665
865357062789068,0.0
865357062789076,0.0
865357062789084,0.0
865357062789092,0.9666666666666667
865357062789100,0.3333333333333333
865357062789118,0.0
865357062789126,0.0
865357062789134,0.0
865357062789142,0.0
865357062789159,4493.283333333334
865357062789167,0.0
865357062789175,0.0
865357062789183,0.3333333333333333
865357062789191,0.0
865357062789209,0.0
865357062789217,0.0
865357062789225,0.3333333333333333
865357062789233,0.0
865357062789241,0.0
865357062789258,21839.18333333333
865357062789266,0.3333333333333333
865357062789274,40914.05
865357062789282,0.3333333333333333
865357062789290,0.3333333333333333
865357062789308,3.35
865357062789316,0.2833333333333333
865357062789324,0.31666666666666665
865357062789332,26239.949999999997
865357062789340,265.15000000000003
865357062789357,0.31666666666666665
865357062789365,0.3333333333333333
865357062789373,0.0
865357062789381,0.0
865357062789415,0.0
865357062789423,0.35
865357062789449,0.0
865357062789456,0.3333333333333333
865357062789472,13892.35
865357062789498,0.3333333333333333
865357062789506,0.31666666666666665
865357062789514,0.3333333333333333
865357062789530,0.0
865357062789555,0.31666666666666665
865357062789563,0.0
865357062789571,0.35
865357062789589,0.31666666666666665
865357062789597,0.0
865357062789605,0.0
865357062789613,0.65
865357062789621,39388.51666666666
865357062789639,0.35
865357062789647,0.6666666666666666
865357062789654,0.0
865357062789662,25275.5
865357062789670,37312.75
865357062789696,0.9833333333333334
865357062789704,0.3333333333333333
865357062789712,0.0
865357062789720,0.0
865357062789738,0.0
865357062789746,19146.85
865357062789753,0.31666666666666665
865357062789761,0.0
865357062789779,0.6833333333333333
865357062789795,0.3333333333333333
865357062789803,0.0
865357062789837,0.9833333333333333
865357062789845,2.5
865357062789852,0.0
865357062789886,0.31666666666666665
865357062789894,0.0
865357062789910,0.31666666666666665
865357062789936,0.0
865357062789944,0.0
865357062789951,0.0
865357062789969,1.9666666666666666
865357062789977,21414.933333333334
865357062789985,31.28333333333333
865357062789993,0.0
865357062790009,0.0
865357062790017,30673.6
865357062790025,0.9833333333333334
865357062790033,0.3333333333333333
865357062790041,0.31666666666666665
865357062790058,4865.400000000001
865357062790066,0.0
865357062790074,1.3666666666666667
865357062790082,27822.583333333332
865357062790090,0.0
865357062790108,0.31666666666666665
865357062790116,0.0
865357062790132,0.31666666666666665
865357062790140,0.0
865357062790165,0.31666666666666665
865357062790173,0.3333333333333333
865357062790181,0.0
865357062790199,37609.71666666667
865357062790207,5.083333333333333
865357062790215,0.3333333333333333
865357062790223,0.31666666666666665
865357062790231,0.0
865357062790249,0.0
865357062790256,6017.883333333333
865357062790272,0.0
865357062790280,21434.533333333333
865357062790298,0.31666666666666665
865357062790306,0.0
865357062790314,0.0
865357062790322,0.35
865357062790348,0.35
865357062790355,0.31666666666666665
865357062790363,0.0
865357062790371,0.0
865357062790389,0.0
865357062790405,27459.716666666667
865357062790413,0.0
865357062790421,20350.166666666668
865357062790439,0.31666666666666665
865357062790447,0.0
865357062790454,0.0
865357062790470,0.31666666666666665
865357062790488,0.0
865357062790496,0.0
865357062790504,0.0
865357062790512,1790.1
865357062790520,0.0
865357062790538,0.0
865357062790546,60955.316666666666
865357062790553,0.0
865357062790561,0.0
865357062790579,0.3333333333333333
865357062790587,0.0
865357062790595,0.0
865357062790603,0.0
865357062790611,0.3333333333333333
865357062790629,3.1
865357062790637,0.9333333333333333
865357062790645,0.3333333333333333
865357062790652,35036.0
865357062790660,0.0
865357062790678,0.3333333333333333
865357062790686,0.3333333333333333
865357062790694,0.0
865357062790710,0.0
865357062790728,0.0
865357062790736,0.0
865357062790744,0.3333333333333333
865357062790751,0.3333333333333333
865357062790769,0.0
865357062790777,0.9999999999999999
865357062790785,4490.65
865357062790793,50765.36666666667
865357062790801,0.0
865357062790819,0.0
865357062790827,0.3333333333333333
865357062790835,0.31666666666666665
865357062790843,0.31666666666666665
865357062790868,0.35
865357062790876,0.3333333333333333
865357062790884,7378.616666666667
865357062790900,0.0
865357062790918,0.31666666666666665
865357062790934,8.433333333333334
865357062790942,0.0
865357062790959,0.0
865357062790967,0.0
865357062790975,0.0
865357062790983,0.0
865357062790991,0.3333333333333333
865357062791007,0.0
865357062791015,0.3333333333333333
865357062791023,0.0
865357062791031,0.0
865357062791049,0.3333333333333333
865357062791056,0.0
865357062791064,0.0
865357062791072,0.0
865357062791080,1.4833333333333334
865357062791098,0.31666666666666665
865357062791106,0.31666666666666665
865357062791114,0.3333333333333333
865357062791122,0.0
865357062791130,47077.316666666666
865357062791148,0.0
865357062791155,0.3333333333333333
865357062791163,0.0
865357062791171,7149.716666666666
865357062791189,7.85
865357062791205,0.0
865357062791213,0.0
865357062791221,0.31666666666666665
865357062791239,0.0
865357062791247,0.0
865357062791254,0.0
865357062791262,0.3333333333333333
865357062791270,30429.916666666668
865357062791288,0.0
865357062791296,0.3333333333333333
865357062791304,0.0
865357062791312,0.31666666666666665
865357062791320,0.0
865357062791338,36872.35
865357062791346,98.65
865357062791353,0.0
865357062791361,0.6666666666666666
865357062791379,5989.85
865357062791387,0.0
865357062791395,26526.416666666668
865357062791403,0.3333333333333333
865357062791411,0.0
865357062791429,0.0
865357062791437,0.3333333333333333
865357062791445,17694.066666666666
865357062791452,0.3333333333333333
865357062791460,0.0
865357062791478,0.31666666666666665
865357062791486,0.3333333333333333
865357062791494,0.9999999999999999
865357062791502,0.6666666666666666
865357062791510,0.0
865357062791528,0.31666666666666665
865357062791536,0.3333333333333333
865357062791544,0.6499999999999999
865357062791551,0.0
865357062791569,0.0
865357062791585,0.0
865357062791593,7574.466666666667
865357062791601,0.0
865357062791627,0.0
865357062791635,0.0
865357062791643,0.0
865357062791650,0.31666666666666665
865357062791668,37259.683333333334
865357062791676,0.31666666666666665
865357062791684,6.6
865357062791692,2.75
865357062791700,0.0
865357062791718,0.0
865357062791726,0.0
865357062791734,0.3333333333333333
865357062791759,0.31666666666666665
865357062791767,26708.783333333333
865357062791775,0.0
865357062791783,0.0
865357062791791,0.31666666666666665
865357062791809,0.0
865357062791817,0.0
865357062791825,0.0
865357062791833,0.0
865357062791841,28.75
865357062791858,0.3333333333333333
865357062791866,0.0
865357062791874,0.0
865357062791882,0.35
865357062791890,0.0
865357062791908,0.31666666666666665
865357062791916,45404.48333333333
865357062791924,0.0
865357062791932,1.2833333333333334
865357062791940,0.0
865357062791957,27160.383333333335
865357062791965,0.0
865357062791973,0.0
865357062791981,0.0
865357062791999,5.016666666666666
865357062792005,0.31666666666666665
865357062792013,36641.03333333333
865357062792021,0.3333333333333333
865357062792039,0.3333333333333333
865357062792047,0.0
865357062792062,0.0
865357062792070,0.0
865357062792088,0.0
865357062792096,0.0
865357062792104,0.0
865357062792112,0.0
865357062792120,0.0
865357062792138,0.0
865357062792153,0.0
865357062792161,0.3333333333333333
865357062792179,0.0
865357062792187,2.283333333333333
865357062792195,2.4
865357062792203,0.3333333333333333
865357062792211,0.6666666666666666
865357062792229,0.3333333333333333
865357062792237,0.31666666666666665
865357062792245,0.31666666666666665
865357062792252,1.6333333333333333
865357062792260,0.3333333333333333
865357062792278,0.0
865357062792286,0.6499999999999999
865357062792294,0.0
865357062792310,0.3333333333333333
865357062792328,0.31666666666666665
865357062792336,0.0
865357062792344,0.3333333333333333
865357062792351,0.0
865357062792369,0.0
865357062792377,0.3333333333333333
865357062792385,0.0
865357062792393,0.3333333333333333
865357062792401,0.0
865357062792419,0.0
865357062792427,1.0
865357062792435,0.3333333333333333
865357062792443,0.0
865357062792450,0.3333333333333333
865357062792468,0.0
865357062792476,8348.383333333333
865357062792484,13456.233333333334
865357062792492,9878.533333333333
865357062792500,0.0
865357062792518,0.0
865357062792526,0.0
865357062792534,0.0
865357062792542,0.0
865357062792559,4.466666666666667
865357062792567,0.0
865357062792575,53191.950000000004
865357062792583,0.0
865357062792591,36505.51666666666
865357062792609,0.0
865357062792617,47105.05
865357062792625,0.3333333333333333
865357062792633,42251.96666666667
865357062792641,14844.733333333334
865357062792658,0.0
865357062792666,1057.7833333333333
865357062792674,0.3333333333333333
865357062792708,0.0
865357062792716,0.0
865357062792724,0.0
865357062792757,24224.566666666666
865357062792773,0.3333333333333333
865357062792781,0.0
865357062792799,0.3333333333333333
865357062792807,0.0
865357062792815,0.0
865357062792849,37835.183333333334
865357062792856,0.0
865357062792864,0.0
865357062792872,12.416666666666668
865357062792880,28575.116666666665
865357062792898,0.0
865357062792906,0.3333333333333333
865357062792914,29032.05
865357062792922,0.0
865357062792930,0.31666666666666665
865357062792948,2724.1833333333334
865357062792955,43912.01666666666
865357062792963,0.3333333333333333
865357062792971,0.0
865357062792989,0.31666666666666665
865357062793003,0.0
865357062793011,3.5166666666666666
865357062793029,38084.26666666666
865357062793037,0.0
865357062793045,0.0
865357062793052,6236.9333333333325
865357062793060,0.0
865357062793078,0.3333333333333333
865357062793094,0.3333333333333333
865357062793102,0.0
865357062793110,0.0
865357062793128,36581.5
865357062793136,0.0
865357062793144,2.466666666666667
865357062793151,0.0
865357062793169,974.4333333333333
865357062793177,0.0
865357062793185,0.31666666666666665
865357062793193,0.3333333333333333
865357062793201,0.3333333333333333
865357062793219,0.3333333333333333
865357062793227,16718.3
865357062793235,0.3333333333333333
865357062793243,0.3333333333333333
865357062793250,1040.6666666666667
865357062793276,0.0
865357062793284,0.0
865357062793292,0.3333333333333333
865357062793300,18240.95
865357062793318,0.0
865357062793326,0.0
865357062793334,1982.9833333333333
865357062793342,0.0
865357062793359,0.6666666666666666
865357062793367,0.3333333333333333
865357062793375,0.3333333333333333
865357062793383,0.31666666666666665
865357062793391,0.0
865357062793409,0.31666666666666665
865357062793417,0.3333333333333333
865357062793425,0.0
865357062793433,0.0
865357062793441,0.0
865357062793458,0.31666666666666665
865357062793466,0.9833333333333333
865357062793474,0.0
865357062793490,0.31666666666666665
865357062793508,0.31666666666666665
865357062793516,0.0
865357062793524,0.3333333333333333
865357062793532,0.3333333333333333
865357062793540,0.0
865357062793557,0.31666666666666665
865357062793565,0.6499999999999999
865357062793573,1331.8333333333333
865357062793581,13038.9
865357062793599,30597.916666666668
865357062793607,0.0
865357062793615,18846.75
865357062793623,0.31666666666666665
865357062793631,8384.633333333333
865357062793649,0.31666666666666665
865357062793656,0.0
865357062793664,0.0
865357062793672,0.0
865357062793680,0.0
865357062793706,0.0
865357062793714,0.31666666666666665
865357062793722,0.3333333333333333
865357062793730,0.0
865357062793748,0.0
865357062793755,39687.2
865357062793771,0.0
865357062793789,0.0
865357062793797,0.3333333333333333
865357062793805,0.0
865357062793813,0.0
865357062793821,2.8
865357062793839,0.3333333333333333
865357062793847,0.0
865357062793854,0.0
865357062793862,0.0
865357062793870,0.38333333333333336
865357062793888,37234.15
865357062793896,0.3333333333333333
865357062793904,0.38333333333333336
865357062793912,0.0
865357062793920,0.0
865357062793938,0.6833333333333333
865357062793946,19712.550000000003
865357062793953,0.0
865357062793961,2.666666666666667
865357062793979,53061.08333333333
865357062793987,0.0
865357062793995,0.0
865357062794001,0.0
865357062794019,1.0333333333333332
865357062794027,24776.2
865357062794035,0.3333333333333333
865357062794043,13598.65
865357062794050,7552.766666666666
865357062794068,0.0
865357062794076,0.3333333333333333
865357062794084,8.2
865357062794092,0.0
865357062794100,0.0
865357062794134,796.6333333333333
865357062794142,0.31666666666666665
865357062794159,0.0
865357062794167,0.0
865357062794175,0.0
865357062794183,2.35
865357062794191,26677.95
865357062794209,0.0
865357062794217,0.0
865357062794225,0.0
865357062794233,0.0
865357062794241,1779.4
865357062794258,0.0
865357062794266,0.0
865357062794274,0.0
865357062794282,0.0
865357062794290,0.35
865357062794308,0.0
865357062794316,0.0
865357062794324,0.0
865357062794332,0.0
865357062794340,0.0
865357062794357,0.0
865357062794365,0.0
865357062794373,0.35
865357062794381,0.0
865357062794399,0.0
865357062794407,0.0
865357062794415,0.3333333333333333
865357062794423,0.0
865357062794431,0.0
865357062794449,0.0
865357062794456,0.0
865357062794464,1.05
865357062794472,0.3333333333333333
865357062794480,0.0
865357062794498,0.3333333333333333
865357062794506,0.0
865357062794514,0.31666666666666665
865357062794522,0.0
865357062794530,0.0
865357062794548,28152.283333333333
865357062794555,0.3333333333333333
865357062794563,48331.85
865357062794571,0.0
865357062794589,0.35
865357062794597,0.31666666666666665
865357062794605,0.3333333333333333
865357062794613,0.0
865357062794621,0.0
865357062794639,0.3333333333333333
865357062794654,0.3333333333333333
865357062794670,0.3333333333333333
865357062794688,36747.88333333333
865357062794696,0.3333333333333333
865357062794704,15789.0
865357062794712,0.0
865357062794738,0.35
865357062794746,0.0
865357062794761,0.0
865357062794779,0.0
865357062794787,0.0
865357062794803,0.0
865357062794811,0.0
865357062794829,0.0
865357062794837,0.0
865357062794852,0.0
865357062794860,0.3333333333333333
865357062794878,0.0
865357062794886,0.31666666666666665
865357062794894,0.0
865357062794902,0.0
865357062794910,0.3333333333333333
865357062794928,0.0
865357062794936,0.0
865357062794944,0.0
865357062794951,0.0
865357062794969,18.933333333333334
865357062794977,0.6666666666666666
865357062794985,0.0
865357062794993,0.0
865357062795008,32435.7
865357062795016,0.31666666666666665
865357062795024,0.3333333333333333
865357062795032,36841.61666666667
865357062795040,1.6333333333333333
865357062795057,0.31666666666666665
865357062795065,0.0
865357062795073,0.0
865357062795081,0.3333333333333333
865357062795099,0.31666666666666665
865357062795107,0.3333333333333333
865357062795115,0.3333333333333333
865357062795123,0.36666666666666664
865357062795131,0.31666666666666665
865357062795149,11947.699999999999
865357062795156,0.31666666666666665
865357062795164,0.0
865357062795172,0.0
865357062795180,0.0
865357062795198,0.36666666666666664
865357062795206,0.3333333333333333
865357062795214,6058.766666666666
865357062795222,0.31666666666666665
865357062795230,0.3333333333333333
865357062795248,0.0
865357062795255,32590.449999999997
865357062795263,0.0
865357062795271,0.0
865357062795289,0.0
865357062795297,0.3333333333333333
865357062795305,0.0
865357062795313,0.3333333333333333
865357062795321,1014.3833333333333
865357062795339,0.0
865357062795347,0.31666666666666665
865357062795354,0.0
865357062795362,54970.666666666664
865357062795370,21680.816666666666
865357062795388,12558.699999999999
865357062795396,0.0
865357062795404,95.85
865357062795412,0.31666666666666665
865357062795420,43825.38333333333
865357062795438,0.0
865357062795446,0.3333333333333333
865357062795461,21755.1
865357062795479,37451.45
865357062795487,0.0
865357062795495,0.35
865357062795503,0.0
865357062795511,0.0
865357062795529,0.0
865357062795537,0.0
865357062795552,4.016666666666667
865357062795560,0.0
865357062795578,0.0
865357062795586,0.0
865357062795594,0.0
865357062795602,0.3333333333333333
865357062795636,0.0
865357062795644,0.0
865357062795651,0.0
865357062795669,0.31666666666666665
865357062795677,0.0
865357062795685,40073.98333333333
865357062795693,0.3333333333333333
865357062795701,0.0
865357062795719,0.9833333333333334
865357062795735,0.0
865357062795743,0.31666666666666665
865357062795750,0.0
865357062795768,0.0
865357062795776,0.3333333333333333
865357062795784,0.0
865357062795792,0.0
865357062795800,0.0
865357062795818,0.3333333333333333
865357062795826,0.0
865357062795834,19.483333333333334
865357062795842,0.0
865357062795859,0.31666666666666665
865357062795867,0.3333333333333333
865357062795875,0.0
865357062795883,0.0
865357062795891,0.3333333333333333
865357062795909,39313.05
865357062795917,0.0
865357062795925,0.0
865357062795933,0.3333333333333333
865357062795941,0.3333333333333333
865357062795958,0.0
865357062795966,0.3333333333333333
865357062795982,24351.88333333333
865357062795990,36757.833333333336
865357062796006,0.0
865357062796014,0.3333333333333333
865357062796022,21761.283333333333
865357062796030,0.0
865357062796048,0.0
865357062796055,0.6666666666666666
865357062796063,0.31666666666666665
865357062796071,50070.53333333333
865357062796089,39894.833333333336
865357062796097,0.0
865357062796105,0.0
865357062796113,0.0
865357062796121,0.0
865357062796139,49754.21666666667
865357062796147,0.31666666666666665
865357062796154,0.0
865357062796162,0.35
865357062796170,0.35
865357062796188,0.0
865357062796196,0.0
865357062796204,0.0
865357062796212,0.3333333333333333
865357062796220,0.0
865357062796238,40815.68333333333
865357062796253,0.0
865357062796261,0.0
865357062796295,0.0
865357062796311,0.31666666666666665
865357062796329,0.0
865357062796337,0.0
865357062796345,0.9666666666666667
865357062796352,0.0
865357062796360,130.65
865357062796378,50856.78333333333
865357062796386,3.75
865357062796394,0.0
865357062796402,0.3333333333333333
865357062796410,0.0
865357062796428,0.6499999999999999
865357062796436,0.0
865357062796444,51548.98333333334
865357062796451,0.3333333333333333
865357062796469,0.0
865357062796477,0.31666666666666665
865357062796485,0.3333333333333333
865357062796493,43094.1
865357062796501,0.3333333333333333
865357062796519,36364.28333333333
865357062796527,0.31666666666666665
865357062796535,7.0
865357062796543,36500.78333333333
865357062796550,0.0
865357062796568,0.0
865357062796576,0.3333333333333333
865357062796584,0.3333333333333333
865357062796592,0.0
865357062796600,0.0
865357062796626,0.31666666666666665
865357062796634,0.31666666666666665
865357062796642,0.3333333333333333
865357062796675,0.0
865357062796683,0.0
865357062796709,0.6499999999999999
865357062796725,0.0
865357062796733,0.0
865357062796741,0.0
865357062796758,0.0
865357062796766,0.0
865357062796774,0.0
865357062796790,62.13333333333333
865357062796808,34859.183333333334
865357062796816,23932.7
865357062796824,0.3333333333333333
865357062796832,40203.13333333333
865357062796840,0.35
865357062796857,0.3333333333333333
865357062796865,0.35
865357062796873,0.0
865357062796881,31556.75
865357062796899,0.3333333333333333
865357062796907,46040.833333333336
865357062796915,57991.8
865357062796923,0.0
865357062796931,0.3333333333333333
865357062796949,0.31666666666666665
865357062796956,28300.5
865357062796972,1042.6333333333334
865357062796998,1.2999999999999998
865357062797004,0.3333333333333333
865357062797012,0.0
865357062797020,0.6499999999999999
865357062797038,0.3333333333333333
865357062797046,0.0
865357062797053,4360.616666666667
865357062797061,0.31666666666666665
865357062797079,0.0
865357062797087,0.6666666666666666
865357062797103,0.0
865357062797111,0.0
865357062797129,0.0
865357062797137,0.0
865357062797145,0.0
865357062797160,0.31666666666666665
865357062797178,0.0
865357062797186,0.0
865357062797194,0.3333333333333333
865357062797202,0.0
865357062797210,0.0
865357062797228,0.0
865357062797236,0.0
865357062797244,0.0
865357062797251,0.0
865357062797277,0.3333333333333333
865357062797285,0.31666666666666665
865357062797293,39101.166666666664
865357062797301,41695.416666666664
865357062797319,0.0
865357062797327,0.31666666666666665
865357062797335,0.0
865357062797343,0.3333333333333333
865357062797368,38045.18333333334
865357062797376,35142.9
865357062797384,0.0
865357062797392,0.35
865357062797400,0.31666666666666665
865357062797418,0.3333333333333333
865357062797426,0.0
865357062797434,0.3333333333333333
865357062797442,37506.799999999996
865357062797459,0.0
865357062797467,0.0
865357062797475,0.0
865357062797483,38665.46666666667
865357062797491,0.3333333333333333
865357062797509,0.31666666666666665
865357062797517,0.3333333333333333
865357062797525,0.31666666666666665
865357062797533,0.6666666666666666
865357062797541,31795.85
865357062797558,0.0
865357062797566,0.0
865357062797574,0.0
865357062797582,0.3333333333333333
865357062797590,0.3333333333333333
865357062797608,0.3333333333333333
865357062797616,51773.98333333334
865357062797624,0.0
865357062797632,0.0
865357062797640,9.233333333333333
865357062797657,0.0
865357062797665,0.0
865357062797673,0.0
865357062797681,29165.399999999998
865357062797699,0.31666666666666665
865357062797707,35597.25
865357062797715,0.31666666666666665
865357062797723,0.0
865357062797731,0.0
865357062797756,0.3333333333333333
865357062797764,0.0
865357062797772,1.9666666666666666
865357062797780,246.13333333333333
865357062797798,0.0
865357062797806,0.0
865357062797814,4.25
865357062797822,0.3333333333333333
865357062797830,44120.46666666667
865357062797848,0.0
865357062797855,0.65
865357062797863,0.3333333333333333
865357062797871,0.0
865357062797889,0.3333333333333333
865357062797897,6.5166666666666675
865357062797905,0.3333333333333333
865357062797913,0.0
865357062797921,0.0
865357062797939,46029.46666666667
865357062797947,0.3333333333333333
865357062797954,0.31666666666666665
865357062797962,0.6499999999999999
865357062797970,32832.316666666666
865357062797988,0.0
865357062797996,22842.7
865357062798002,0.31666666666666665
865357062798010,0.0
865357062798028,0.0
865357062798036,0.3333333333333333
865357062798044,0.0
865357062798051,0.3333333333333333
865357062798069,0.0
865357062798077,0.0
865357062798085,1.0499999999999998
865357062798093,0.3333333333333333
865357062798101,14554.566666666668
865357062798119,0.0
865357062798127,0.31666666666666665
865357062798135,0.0
865357062798143,0.0
865357062798150,0.0
865357062798176,0.0
865357062798184,0.0
865357062798192,20290.066666666666
865357062798200,0.0
865357062798218,0.35
865357062798226,21816.433333333334
865357062798234,0.0
865357062798242,0.0
865357062798259,40346.6
865357062798275,0.3333333333333333
865357062798283,2650.9
865357062798291,0.0
865357062798309,0.0
865357062798317,0.0
865357062798325,6743.083333333333
865357062798333,0.31666666666666665
865357062798341,1.3
865357062798358,12248.033333333333
865357062798366,9008.666666666668
865357062798374,1.3333333333333333
865357062798382,21158.25
865357062798390,0.0
865357062798408,9999.266666666666
865357062798416,0.0
865357062798424,0.3333333333333333
865357062798432,51939.833333333336
865357062798440,26272.15
865357062798457,0.0
865357062798465,0.0
865357062798473,0.0
865357062798481,23178.95
865357062798499,45005.21666666667
865357062798507,0.0
865357062798515,0.0
865357062798523,0.31666666666666665
865357062798531,0.0
865357062798549,0.0
865357062798556,0.0
865357062798564,0.3333333333333333
865357062798572,29119.55
865357062798580,0.0
865357062798598,0.31666666666666665
865357062798606,40695.566666666666
865357062798614,0.0
865931087407730,1.2999999999999998
865931087409090,6.866666666666666
865931087411252,1.3166666666666667
865931087415212,1.3
865931087415675,0.6499999999999999
865931087416913,1.2999999999999998
865931087418018,1.6333333333333333
